Tipo de alojamiento;Codigo_CA;Comunidad;Residencia: Nivel 2;Año;Mes;Total;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en España;2022;4;555151;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en España;2022;3;525292;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en España;2022;2;484422;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en España;2022;1;386597;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2022;12;347670;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2022;11;410424;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2022;10;521538;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2022;9;498605;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2022;8;406755;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2022;7;480915;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2022;6;461468;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2022;5;460034;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2022;4;396769;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2022;3;323693;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2022;2;236771;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2022;1;182870;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2022;12;81362;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2022;11;86478;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2022;10;114295;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2022;9;130782;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2022;8;165738;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2022;7;154415;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2022;6;127522;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2022;5;116088;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2022;4;122045;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2022;3;82864;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2022;2;75577;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2022;1;50713;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2022;12;69122;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2022;11;67905;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2022;10;88542;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2022;9;95122;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2022;8;124452;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2022;7;118870;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2022;6;98921;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2022;5;87949;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2022;4;96291;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2022;3;65218;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2022;2;60251;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2022;1;40387;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2022;12;12241;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2022;11;18573;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2022;10;25753;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2022;9;35660;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2022;8;41286;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2022;7;35545;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2022;6;28600;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2022;5;28140;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2022;4;25754;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2022;3;17646;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2022;2;15326;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2022;1;10326;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2022;12;56963;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2022;11;66873;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2022;10;99414;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2022;9;108043;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2022;8;131170;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2022;7;104218;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2022;6;96192;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2022;5;94598;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2022;4;91767;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2022;3;63314;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2022;2;51971;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2022;1;36535;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2022;12;46776;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2022;11;54646;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2022;10;76216;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2022;9;70809;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2022;8;85584;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2022;7;69289;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2022;6;66879;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2022;5;61664;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2022;4;67900;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2022;3;51681;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2022;2;43592;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2022;1;29734;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en el Extranjero;2022;12;10187;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en el Extranjero;2022;11;12227;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en el Extranjero;2022;10;23198;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en el Extranjero;2022;9;37234;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en el Extranjero;2022;8;45586;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en el Extranjero;2022;7;34930;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en el Extranjero;2022;6;29313;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en el Extranjero;2022;5;32934;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en el Extranjero;2022;4;23867;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en el Extranjero;2022;3;11633;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en el Extranjero;2022;2;8379;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en el Extranjero;2022;1;6802;;
Encuesta de Ocupación Hotelera;16;País Vasco;;2022;12;217849;;
Encuesta de Ocupación Hotelera;16;País Vasco;;2022;11;231780;;
Encuesta de Ocupación Hotelera;16;País Vasco;;2022;10;302414;;
Encuesta de Ocupación Hotelera;16;País Vasco;;2022;9;326836;;
Encuesta de Ocupación Hotelera;16;País Vasco;;2022;8;388236;;
Encuesta de Ocupación Hotelera;16;País Vasco;;2022;7;376630;;
Encuesta de Ocupación Hotelera;16;País Vasco;;2022;6;301277;;
Encuesta de Ocupación Hotelera;16;País Vasco;;2022;5;293367;;
Encuesta de Ocupación Hotelera;16;País Vasco;;2022;4;279832;;
Encuesta de Ocupación Hotelera;16;País Vasco;;2022;3;210876;;
Encuesta de Ocupación Hotelera;16;País Vasco;;2022;2;176248;;
Encuesta de Ocupación Hotelera;16;País Vasco;;2022;1;132081;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en España;2022;12;153573;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en España;2022;11;154799;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en España;2022;10;173301;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en España;2022;9;166753;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en España;2022;8;203028;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en España;2022;7;187786;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en España;2022;6;160230;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en España;2022;5;159025;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en España;2022;4;171138;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en España;2022;3;143974;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en España;2022;2;127170;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en España;2022;1;92166;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en el Extranjero;2022;12;64276;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en el Extranjero;2022;11;76981;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en el Extranjero;2022;10;129113;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en el Extranjero;2022;9;160083;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en el Extranjero;2022;8;185208;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en el Extranjero;2022;7;188844;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en el Extranjero;2022;6;141047;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en el Extranjero;2022;5;134342;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en el Extranjero;2022;4;108694;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en el Extranjero;2022;3;66902;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en el Extranjero;2022;2;49078;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en el Extranjero;2022;1;39914;;
Encuesta de Ocupación Hotelera;17;Rioja, La;;2022;12;31405;;
Encuesta de Ocupación Hotelera;17;Rioja, La;;2022;11;38203;;
Encuesta de Ocupación Hotelera;17;Rioja, La;;2022;10;52988;;
Encuesta de Ocupación Hotelera;17;Rioja, La;;2022;9;57100;;
Encuesta de Ocupación Hotelera;17;Rioja, La;;2022;8;68214;;
Encuesta de Ocupación Hotelera;17;Rioja, La;;2022;7;52191;;
Encuesta de Ocupación Hotelera;17;Rioja, La;;2022;6;48209;;
Encuesta de Ocupación Hotelera;17;Rioja, La;;2022;5;51148;;
Encuesta de Ocupación Hotelera;17;Rioja, La;;2022;4;49639;;
Encuesta de Ocupación Hotelera;17;Rioja, La;;2022;3;32223;;
Encuesta de Ocupación Hotelera;17;Rioja, La;;2022;2;28001;;
Encuesta de Ocupación Hotelera;17;Rioja, La;;2022;1;18855;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en España;2022;12;28079;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en España;2022;11;33209;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en España;2022;10;41755;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en España;2022;9;39576;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en España;2022;8;55047;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en España;2022;7;40958;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en España;2022;6;34665;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en España;2022;5;34706;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en España;2022;4;39257;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en España;2022;3;27001;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en España;2022;2;24736;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en España;2022;1;16581;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en el Extranjero;2022;12;3326;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en el Extranjero;2022;11;4994;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en el Extranjero;2022;10;11233;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en el Extranjero;2022;9;17525;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en el Extranjero;2022;8;13168;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en el Extranjero;2022;7;11233;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en el Extranjero;2022;6;13543;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en el Extranjero;2022;5;16442;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en el Extranjero;2022;4;10381;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en el Extranjero;2022;3;5222;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en el Extranjero;2022;2;3264;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en el Extranjero;2022;1;2273;;
Encuesta de Ocupación Hotelera;18;Ceuta;;2022;12;5446;;
Encuesta de Ocupación Hotelera;18;Ceuta;;2022;11;6203;;
Encuesta de Ocupación Hotelera;18;Ceuta;;2022;10;6525;;
Encuesta de Ocupación Hotelera;18;Ceuta;;2022;9;6307;;
Encuesta de Ocupación Hotelera;18;Ceuta;;2022;8;8386;;
Encuesta de Ocupación Hotelera;18;Ceuta;;2022;7;7191;;
Encuesta de Ocupación Hotelera;18;Ceuta;;2022;6;5851;;
Encuesta de Ocupación Hotelera;18;Ceuta;;2022;5;4531;;
Encuesta de Ocupación Hotelera;18;Ceuta;;2022;4;3794;;
Encuesta de Ocupación Hotelera;18;Ceuta;;2022;3;3242;;
Encuesta de Ocupación Hotelera;18;Ceuta;;2022;2;2442;;
Encuesta de Ocupación Hotelera;18;Ceuta;;2022;1;1852;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en España;2022;12;3880;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en España;2022;11;4636;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en España;2022;10;5046;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en España;2022;9;4628;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en España;2022;8;5806;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en España;2022;7;5131;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en España;2022;6;4606;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en España;2022;5;3820;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en España;2022;4;3313;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en España;2022;3;3025;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en España;2022;2;2241;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en España;2022;1;1730;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en el Extranjero;2022;12;1566;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en el Extranjero;2022;11;1567;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en el Extranjero;2022;10;1480;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en el Extranjero;2022;9;1679;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en el Extranjero;2022;8;2580;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en el Extranjero;2022;7;2059;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en el Extranjero;2022;6;1245;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en el Extranjero;2022;5;712;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en el Extranjero;2022;4;481;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en el Extranjero;2022;3;217;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en el Extranjero;2022;2;201;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en el Extranjero;2022;1;121;;
Encuesta de Ocupación Hotelera;19;Melilla;;2022;12;3682;;
Encuesta de Ocupación Hotelera;19;Melilla;;2022;11;4615;;
Encuesta de Ocupación Hotelera;19;Melilla;;2022;10;4876;;
Encuesta de Ocupación Hotelera;19;Melilla;;2022;9;5734;;
Encuesta de Ocupación Hotelera;19;Melilla;;2022;8;6017;;
Encuesta de Ocupación Hotelera;19;Melilla;;2022;7;4285;;
Encuesta de Ocupación Hotelera;19;Melilla;;2022;6;4214;;
Encuesta de Ocupación Hotelera;19;Melilla;;2022;5;4520;;
Encuesta de Ocupación Hotelera;19;Melilla;;2022;4;3539;;
Encuesta de Ocupación Hotelera;19;Melilla;;2022;3;3485;;
Encuesta de Ocupación Hotelera;19;Melilla;;2022;2;3043;;
Encuesta de Ocupación Hotelera;19;Melilla;;2022;1;2320;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en España;2022;12;3017;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en España;2022;11;3824;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en España;2022;10;3946;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en España;2022;9;4747;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en España;2022;8;3340;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en España;2022;7;2506;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en España;2022;6;3598;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en España;2022;5;3465;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en España;2022;4;3018;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en España;2022;3;2827;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en España;2022;2;2677;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en España;2022;1;2036;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en el Extranjero;2022;12;665;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en el Extranjero;2022;11;790;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en el Extranjero;2022;10;930;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en el Extranjero;2022;9;987;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en el Extranjero;2022;8;2676;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en el Extranjero;2022;7;1779;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en el Extranjero;2022;6;616;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en el Extranjero;2022;5;1055;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en el Extranjero;2022;4;521;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en el Extranjero;2022;3;657;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en el Extranjero;2022;2;366;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en el Extranjero;2022;1;284;;
Encuesta de Ocupación Hotelera;1;Andalucía;;2021;12;846378;;
Encuesta de Ocupación Hotelera;1;Andalucía;;2021;11;966910;;
Encuesta de Ocupación Hotelera;1;Andalucía;;2021;10;1430459;;
Encuesta de Ocupación Hotelera;1;Andalucía;;2021;9;1579073;;
Encuesta de Ocupación Hotelera;1;Andalucía;;2021;8;1934752;;
Encuesta de Ocupación Hotelera;1;Andalucía;;2021;7;1685423;;
Encuesta de Ocupación Hotelera;1;Andalucía;;2021;6;1197179;;
Encuesta de Ocupación Hotelera;1;Andalucía;;2021;5;670345;;
Encuesta de Ocupación Hotelera;1;Andalucía;;2021;4;304931;;
Encuesta de Ocupación Hotelera;1;Andalucía;;2021;3;279657;;
Encuesta de Ocupación Hotelera;1;Andalucía;;2021;2;189027;;
Encuesta de Ocupación Hotelera;1;Andalucía;;2021;1;198498;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en España;2021;12;598622;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en España;2021;11;620163;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en España;2021;10;854972;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en España;2021;9;1068643;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en España;2021;8;1482347;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en España;2021;7;1324495;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en España;2021;6;977772;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en España;2021;5;541892;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en España;2021;4;247281;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en España;2021;3;236836;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en España;2021;2;164665;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en España;2021;1;166593;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en el Extranjero;2021;12;247757;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en el Extranjero;2021;11;346747;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en el Extranjero;2021;10;575486;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en el Extranjero;2021;9;510430;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en el Extranjero;2021;8;452405;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en el Extranjero;2021;7;360928;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en el Extranjero;2021;6;219407;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en el Extranjero;2021;5;128453;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en el Extranjero;2021;4;57651;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en el Extranjero;2021;3;42820;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en el Extranjero;2021;2;24362;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en el Extranjero;2021;1;31905;;
Encuesta de Ocupación Hotelera;2;Aragón;;2021;12;174120;;
Encuesta de Ocupación Hotelera;2;Aragón;;2021;11;161337;;
Encuesta de Ocupación Hotelera;2;Aragón;;2021;10;242103;;
Encuesta de Ocupación Hotelera;2;Aragón;;2021;9;242405;;
Encuesta de Ocupación Hotelera;2;Aragón;;2021;8;330548;;
Encuesta de Ocupación Hotelera;2;Aragón;;2021;7;249070;;
Encuesta de Ocupación Hotelera;2;Aragón;;2021;6;160846;;
Encuesta de Ocupación Hotelera;2;Aragón;;2021;5;104113;;
Encuesta de Ocupación Hotelera;2;Aragón;;2021;4;73741;;
Encuesta de Ocupación Hotelera;2;Aragón;;2021;3;64245;;
Encuesta de Ocupación Hotelera;2;Aragón;;2021;2;43349;;
Encuesta de Ocupación Hotelera;2;Aragón;;2021;1;37935;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en España;2021;12;152590;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en España;2021;11;134821;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en España;2021;10;203068;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en España;2021;9;196990;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en España;2021;8;283670;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en España;2021;7;210609;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en España;2021;6;140855;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en España;2021;5;91523;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en España;2021;4;67711;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en España;2021;3;58055;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en España;2021;2;39300;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en España;2021;1;33275;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en el Extranjero;2021;12;21530;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en el Extranjero;2021;11;26516;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en el Extranjero;2021;10;39036;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en el Extranjero;2021;9;45415;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en el Extranjero;2021;8;46878;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en el Extranjero;2021;7;38461;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en el Extranjero;2021;6;19991;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en el Extranjero;2021;5;12590;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en el Extranjero;2021;4;6030;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en el Extranjero;2021;3;6190;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en el Extranjero;2021;2;4049;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en el Extranjero;2021;1;4660;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;;2021;12;78371;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;;2021;11;86192;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;;2021;10;160175;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;;2021;9;195792;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;;2021;8;279921;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;;2021;7;226256;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;;2021;6;115496;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;;2021;5;57485;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;;2021;4;24039;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;;2021;3;22056;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;;2021;2;14992;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;;2021;1;15411;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;Residentes en España;2021;12;71660;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;Residentes en España;2021;11;76339;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;Residentes en España;2021;10;138046;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;Residentes en España;2021;9;168682;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;Residentes en España;2021;8;255261;;
